"","Ac_No","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"5647",101138,34,16,2,"M","Single",259.7734467
"5651",127681,55,34,2,"F","Married",318.3150965
"5653",158343,26,7,2,"M","Single",523.5247446
"5654",157196,63,42,2,"M","Single",307.1713191
"5658",173501,18,1,2,"M","Married",228.8044552
"5660",124026,28,9,2,"M","Married",382.9229789
"5661",193916,24,6,2,"M","Married",360.9731498
"5665",146794,69,49,2,"M","Married",139.7236893
"5667",193733,44,27,2,"M","Single",707.6464212
"5668",159783,23,4,2,"F","Married",363.3703599
"5672",133889,30,13,2,"F","Married",357.4243453
"5674",191995,67,50,2,"F","Married",125.642613
"5675",133784,22,5,2,"M","Married",404.4555197
"5679",184504,18,0,2,"M","Married",244.8853277
"5681",116113,40,21,2,"F","Single",339.9531281
"5682",133866,43,26,2,"M","Single",434.2490493
"5686",136629,22,3,2,"M","Single",813.9865215
"5688",181265,54,34,2,"M","Married",252.4345156
"5689",162628,22,5,2,"F","Married",695.7030896
"5693",131572,68,48,2,"F","Married",78.37664648
"5695",199612,64,43,2,"F","Single",220.9166822
"5696",180914,68,51,2,"M","Single",281.57493
"5700",157115,68,47,2,"M","Married",227.6438612
"5702",194164,68,48,2,"F","Married",97.79617698
"5703",114834,58,38,2,"F","Single",710.6296673
"5707",109980,51,31,2,"M","Married",348.55901
"5709",142640,20,3,2,"M","Married",744.7098138
"5710",135988,16,0,2,"M","Single",514.1504616
"5714",141795,16,0,2,"M","Single",1229.29243
"5716",127280,65,45,2,"M","Married",313.0059872
"5717",168872,60,43,2,"F","Married",34.80998953
"5721",124698,39,18,2,"M","Married",438.9234708
"5723",155732,63,44,2,"F","Single",313.4314506
"5724",168528,70,50,2,"F","Married",320.0256227
"5728",184418,69,49,2,"F","Single",133.9532326
"5730",152617,21,4,2,"F","Married",206.5551444
"5731",140444,21,4,2,"M","Single",675.247383
"5735",136989,23,4,2,"F","Single",1084.380091
"5737",196325,32,13,2,"M","Married",350.8046896
"5738",120221,27,6,2,"F","Married",311.0017988
"5742",184932,21,4,2,"M","Married",312.6715176
"5744",175721,25,8,2,"F","Single",955.5054968
"5745",196300,16,0,2,"M","Married",664.5913205
"5749",143211,55,38,2,"M","Married",314.2763929
"5751",109334,66,48,2,"F","Married",87.21915326
"5752",113033,69,48,2,"M","Married",54.20270961
"5756",148421,24,7,2,"F","Married",348.4464703
"5758",116160,56,36,2,"F","Married",337.4271396
"5759",173443,20,2,2,"F","Married",285.6902765
"5763",120932,61,42,2,"M","Married",253.3873605
"5765",100544,62,44,2,"M","Married",358.3767748
"5766",162637,50,31,2,"F","Single",479.8953476
"5770",178057,52,34,2,"M","Married",201.989253
"5772",188208,21,2,2,"F","Married",165.62476
"5773",107019,54,34,2,"F","Married",339.2091481
"5777",164101,64,47,2,"F","Single",55.04694292
"5779",106914,32,11,2,"F","Married",390.0040602
"5780",106391,27,9,2,"F","Single",699.6290908
"5784",126877,53,32,2,"M","Single",375.5798676
"5786",181623,21,4,2,"M","Single",500.89131
"5787",126031,37,20,2,"M","Single",515.0405076
"5791",127584,45,26,2,"F","Single",475.6811129
"5793",169080,16,0,2,"F","Married",574.9202244
"5794",154889,16,0,2,"M","Married",487.8985999
"5798",140079,70,50,2,"F","Single",120.4937763
"5800",105058,22,3,2,"F","Married",388.6563906
"5801",134992,62,42,2,"M","Single",427.7748107
"5805",102207,20,3,2,"M","Single",450.2720017
"5807",161077,17,0,2,"M","Married",310.4487937
"5808",169547,16,0,2,"M","Single",1066.856405
"5812",148016,68,50,2,"F","Married",80.03609073
"5814",188299,64,45,2,"F","Married",119.5106847
"5815",121909,66,47,2,"F","Married",167.7100834
"5819",116338,35,16,2,"M","Single",308.1654928
"5821",148453,30,9,2,"F","Married",315.8990068
"5822",188553,41,23,2,"M","Single",329.9058702
"5826",186367,48,31,2,"M","Single",340.439031
"5828",180363,70,51,2,"F","Married",32.376349
"5829",148600,64,43,2,"F","Married",275.6702897
"5833",193871,17,0,2,"F","Single",1319.454126
"5835",128433,40,22,2,"F","Married",325.1315004
"5836",199736,26,8,2,"F","Single",411.7546684
"5840",137875,50,31,2,"M","Single",460.0990221
"5842",132026,61,41,2,"M","Married",183.9851
"5843",197225,56,37,2,"M","Married",225.1149734
"5847",165122,21,2,2,"F","Married",370.2364866
"5849",123405,69,52,2,"F","Single",331.1734981
"5850",138496,68,49,2,"M","Single",277.3031401
"5854",156254,36,17,2,"M","Married",640.6990473
"5856",155813,65,45,2,"F","Married",167.7461765
"5857",101618,70,49,2,"M","Single",372.4552543
"5861",198970,25,6,2,"M","Married",211.756897
"5863",130570,40,21,2,"M","Married",407.9658565
"5864",198892,34,14,2,"M","Single",417.9206263
"5868",193575,54,36,2,"M","Married",446.1902944
"5870",115851,53,34,2,"F","Single",375.5090453
"5871",153236,57,38,2,"F","Single",297.0075424
"5875",165226,22,5,2,"F","Married",237.2801998
"5877",165567,48,30,2,"M","Single",486.393953
"5878",136386,64,46,2,"M","Married",319.5355367
"5882",112610,64,44,2,"M","Married",30.7732617
"5884",160371,22,4,2,"F","Single",464.0568769
"5885",100899,58,40,2,"M","Married",319.1722652
"5889",138693,66,48,2,"M","Married",33.19193201
"5891",178117,20,3,2,"M","Single",862.7117483
"5892",169528,57,40,2,"F","Single",685.7087943
"5896",154990,34,13,2,"M","Married",213.6119766
"5898",181589,70,49,2,"M","Single",63.81299519
"5899",115945,40,19,2,"F","Married",169.938668
"5903",129252,66,45,2,"F","Single",111.1771647
"5905",159112,56,38,2,"F","Single",562.6314955
"5906",115076,35,14,2,"F","Married",335.7239662
"5910",134040,63,45,2,"F","Single",60.64871447
"5912",180779,61,43,2,"M","Single",188.2874401
"5913",169479,49,30,2,"F","Single",422.5942955
"5917",110278,33,16,2,"F","Single",331.6901581
"5919",172261,35,17,2,"F","Single",396.4333495
"5920",133591,66,48,2,"M","Married",140.0369644
"5924",113506,61,44,2,"F","Married",165.3805781
"5926",154475,51,34,2,"M","Married",353.2327721
"5927",153983,67,47,2,"F","Single",511.0969097
"5931",189931,25,8,2,"F","Single",525.0689309
"5933",186896,49,31,2,"F","Single",381.5180503
"5934",160216,70,50,2,"M","Single",104.418739
"5938",102771,19,0,2,"M","Single",369.9169511
"5940",101733,24,6,2,"M","Married",334.8767772
"5941",123016,65,44,2,"F","Single",66.10569402
"5945",154939,66,47,2,"F","Single",267.7806547
"5947",184381,25,6,2,"F","Married",115.0959938
"5948",129451,30,10,2,"M","Married",208.5272352
"5952",123781,16,0,2,"F","Single",561.0042148
"5954",165568,30,13,2,"M","Married",320.6727996
"5955",199826,56,36,2,"M","Married",452.7747636
"5959",105878,29,11,2,"F","Married",323.4860547
"5961",120156,58,41,2,"M","Single",510.2294704
"5962",113023,39,20,2,"M","Single",381.372027
"5966",118394,45,25,2,"F","Single",411.038857
"5968",108063,19,0,2,"M","Married",397.9584215
"5969",101505,54,34,2,"M","Married",378.3054213
"5973",195142,62,41,2,"F","Single",178.7833904
"5975",111451,65,44,2,"F","Single",35.9044908
"5976",110946,48,28,2,"F","Single",302.4315301
"5980",145945,24,6,2,"M","Single",473.0396868
"5982",122865,19,0,2,"F","Single",686.6814596
"5983",151462,66,45,2,"M","Married",246.8388232
"5987",144121,61,43,2,"M","Married",239.0118742
"5989",171455,17,0,2,"M","Married",1170.318061
"5990",146679,31,11,2,"M","Married",604.2948518
"5994",189651,21,4,2,"M","Married",357.6916523
"5996",181346,17,0,2,"F","Married",357.7523531
"5997",134886,53,34,2,"F","Single",420.2826154
"6001",147782,67,47,2,"F","Married",127.7929693
"6003",164713,67,49,2,"M","Single",302.8791172
"6004",199205,54,35,2,"M","Single",511.6047185
"6008",110246,60,43,2,"F","Married",81.06218672
"6010",139374,24,6,2,"M","Married",370.8972654
"6011",128401,22,3,2,"M","Single",531.7350409
"6015",129132,66,47,2,"M","Single",53.59342313
"6017",103901,30,13,2,"F","Single",352.1600587
"6018",120013,31,11,2,"M","Married",320.3458509
"6022",103527,61,43,2,"M","Single",206.8668828
"6024",102276,24,7,2,"F","Single",534.9424314
"6025",159840,20,3,2,"M","Married",224.0309344
"6029",105386,18,0,2,"F","Single",379.7999706
"6031",152542,68,50,2,"M","Married",154.8628105
"6032",118523,24,7,2,"F","Married",335.0177934
"6036",119614,62,44,2,"F","Single",180.8560733
"6038",176820,31,12,2,"M","Single",244.4753204
"6039",195044,25,8,2,"M","Single",613.8435182
"6043",176115,62,42,2,"M","Married",238.649198
"6045",125549,42,21,2,"F","Single",323.249291
"6046",177807,67,50,2,"M","Single",209.6606122
"6050",100122,59,39,2,"M","Married",346.4663918
"6052",131853,16,0,2,"F","Married",334.5228852
"6053",180849,40,19,2,"F","Single",393.1373351
"6057",163775,68,50,2,"F","Married",144.6236185
"6059",188061,67,48,2,"M","Single",188.2925171
"6060",115117,21,4,2,"F","Married",191.8774987
"6064",168472,23,5,2,"F","Single",547.9896053
"6066",132187,56,38,2,"F","Married",218.8234575
"6067",196986,16,0,2,"M","Single",1047.157424
"6071",187062,16,0,2,"M","Married",506.5618893
"6073",111578,45,28,2,"F","Single",490.0793064
"6074",138981,19,0,2,"M","Single",1069.37391
"6078",181905,51,31,2,"M","Married",314.2585416
"6080",192660,52,34,2,"M","Married",427.1674938
"6081",133785,67,48,2,"M","Single",370.8086612
"6085",138027,37,20,2,"F","Single",420.5444009
"6087",156872,32,12,2,"M","Single",513.061039
"6088",186767,61,44,2,"F","Single",51.12059722
"6092",126646,70,50,2,"M","Single",112.6224518
"6094",163041,54,35,2,"M","Single",479.2419774
"6095",175753,28,7,2,"F","Single",354.2739323
"6099",151916,25,8,2,"F","Single",289.5292201
"6101",144806,16,0,2,"M","Single",791.8835425
"6102",131529,17,0,2,"F","Single",1064.583565
"6106",166290,24,5,2,"F","Single",447.7371893
"6108",134863,55,36,2,"M","Single",545.6146351
"6109",114345,70,49,2,"F","Single",356.9909506
"6113",146192,68,47,2,"F","Married",184.1173057
"6115",133470,21,2,2,"M","Single",482.433572
"6116",170555,37,19,2,"F","Married",357.7547807
"6120",129482,65,45,2,"M","Single",402.5284304
"6122",196528,18,1,2,"M","Married",266.8493854
"6123",149197,44,23,2,"F","Married",529.6163371
"6127",122538,40,19,2,"M","Single",473.0012563
"6129",179794,46,26,2,"M","Single",466.1547247
"6130",176605,70,51,2,"F","Married",142.4823203
"6134",196191,35,18,2,"F","Single",358.4436832
"6136",168288,23,6,2,"M","Married",341.9096485
"6137",160947,65,46,2,"M","Married",28.27238083
"6141",129101,24,7,2,"F","Single",487.0326234
"6143",119546,36,18,2,"F","Single",235.7482469
"6144",120364,26,6,2,"F","Married",124.348319
"6148",193784,38,21,2,"F","Married",733.1059148
"6150",120894,21,2,2,"M","Single",570.4021388
"6151",192044,21,4,2,"M","Single",373.6690031
"6155",113800,69,51,2,"F","Single",32.66384596
"6157",108252,46,27,2,"M","Married",410.1188182
"6158",187987,68,50,2,"M","Single",77.22867015
"6162",107574,43,26,2,"M","Married",563.9837574
"6164",184024,35,14,2,"F","Married",561.1540369
"6165",142718,22,4,2,"M","Single",980.3384425
"6169",124485,17,0,2,"F","Single",676.2447027
"6171",144261,31,14,2,"M","Married",351.4895098
"6172",178380,44,25,2,"M","Married",371.8017855
"6176",167845,54,36,2,"M","Single",481.8815938
"6178",111626,66,49,2,"F","Married",192.6596779
"6179",154125,59,42,2,"F","Married",156.7735468
"6183",129014,55,37,2,"F","Married",297.1989156
"6185",175486,63,46,2,"M","Single",347.5310605
"6186",109185,37,20,2,"M","Married",318.2712128
"6190",150602,45,27,2,"M","Single",433.4797677
"6192",165297,57,40,2,"M","Single",172.2985294
"6193",116472,38,18,2,"F","Married",470.6478699
"6197",124963,16,0,2,"M","Married",466.3200385
"6199",164050,23,5,2,"F","Married",228.7286679
"6200",110012,18,0,2,"M","Single",1226.265111
"6204",181091,27,8,2,"F","Single",268.3414507
"6206",192053,49,30,2,"F","Single",185.759338
"6207",138412,67,50,2,"M","Married",94.42754236
"6211",137173,69,51,2,"F","Married",114.976627
"6213",116568,18,0,2,"M","Married",573.1399134
"6214",186745,60,43,2,"M","Married",439.4426207
"6218",154251,43,26,2,"M","Single",334.9675153
"6220",163087,32,13,2,"M","Married",376.9814566
"6221",177042,20,1,2,"F","Single",1654.71703
"6225",126559,64,43,2,"M","Single",96.06678677
"6227",180064,66,48,2,"F","Single",652.6104325
"6228",127344,21,3,2,"M","Single",977.226696
"6232",119275,19,2,2,"M","Single",454.4784827
"6234",152104,31,10,2,"F","Single",344.0389435
"6235",169357,27,7,2,"F","Married",213.5544649
"6239",194309,49,29,2,"M","Married",178.9903899
"6241",119419,24,6,2,"F","Married",233.6744687
"6242",196234,53,35,2,"M","Married",414.2298226
"6246",196068,40,22,2,"M","Married",633.2255247
"6248",140714,67,47,2,"M","Single",407.7598873
"6249",160225,47,26,2,"F","Single",460.3342515
"6253",128959,62,42,2,"F","Married",279.6486554
"6255",188777,43,25,2,"F","Single",337.3980296
"6256",199177,23,6,2,"M","Single",1077.884502
"6260",106563,45,25,2,"F","Married",128.3079288
"6262",191566,69,52,2,"M","Married",147.9464928
"6263",195890,33,14,2,"F","Married",307.2958376
"6267",147647,50,31,2,"F","Married",191.4664255
"6269",139975,47,30,2,"F","Married",541.0056262
"6270",110501,70,50,2,"M","Married",99.98183865
"6274",141504,24,6,2,"F","Single",1191.211171
"6276",134585,28,11,2,"M","Married",390.8413478
"6277",177311,56,39,2,"M","Married",379.0977842
"6281",138231,60,42,2,"F","Married",131.9921409
"6283",171503,18,1,2,"M","Married",708.2637427
"6284",144229,64,43,2,"F","Married",282.4677621
"6288",198110,69,49,2,"M","Married",181.2225401
"6290",103047,67,47,2,"F","Married",79.29913049
"6291",167235,17,0,2,"M","Married",497.1846427
"6295",174936,61,43,2,"M","Married",323.592949
"6297",154693,20,1,2,"M","Single",640.6504454
"6298",119774,33,15,2,"F","Married",326.9088065
"6302",134417,68,50,2,"M","Married",150.864178
"6304",182107,49,31,2,"M","Married",405.1173123
"6305",145768,46,27,2,"F","Married",468.0371383
"6309",161406,30,9,2,"F","Married",317.5279985
"6311",192644,52,35,2,"M","Single",817.8884176
"6312",161468,35,17,2,"M","Single",938.6415736
"6316",155508,45,26,2,"F","Single",394.9737061
"6318",193169,22,3,2,"M","Single",1291.352892
"6319",118060,53,35,2,"M","Single",245.1474822
"6323",170772,28,8,2,"M","Married",264.8209968
"6325",158938,59,42,2,"F","Married",625.0589683
"6326",171410,17,0,2,"F","Married",166.057532
"6330",170163,29,11,2,"F","Single",712.0506677
"6332",137980,48,27,2,"F","Married",432.8803242
"6333",152850,27,7,2,"F","Single",695.1590822
"6337",192933,24,7,2,"F","Single",287.8092615
"6339",125358,24,5,2,"M","Single",426.3458887
"6340",160828,69,49,2,"F","Married",34.17131932
"6344",171870,17,0,2,"F","Married",426.1425635
"6346",113183,38,17,2,"F","Single",267.597903
"6347",177520,70,50,2,"M","Married",276.21984
"6351",187832,65,44,2,"F","Married",156.075533
"6353",161819,24,5,2,"F","Single",463.8862629
"6354",121076,17,0,2,"F","Single",759.4798338
"6358",190060,40,21,2,"F","Married",533.0020736
"6360",157523,50,31,2,"F","Single",418.0718072
"6361",161557,16,0,2,"M","Single",369.250598
"6365",149463,69,50,2,"M","Married",143.6121635
"6367",123416,27,8,2,"F","Married",148.4701987
"6368",198326,27,6,2,"F","Single",380.9761342
"6372",186381,23,5,2,"M","Married",309.907631
"6374",169656,18,0,2,"M","Married",313.2257204
"6375",143864,49,32,2,"M","Married",582.1363851
"6379",114559,22,3,2,"M","Single",484.3501358
"6381",181487,62,43,2,"F","Single",676.2909917
"6382",147945,58,39,2,"M","Single",486.7217129
"6386",155091,26,6,2,"M","Married",405.298637
"6388",165073,70,51,2,"M","Single",323.4648917
"6389",172451,51,33,2,"F","Married",148.3842226
"6393",198612,41,20,2,"M","Married",373.5899538
"6395",196468,33,14,2,"M","Single",864.8282591
"6396",103377,20,2,2,"M","Married",372.0202933
"6400",199887,16,0,2,"F","Single",415.1010704
"6402",151623,24,7,2,"F","Single",793.1202872
"6403",199417,49,28,2,"M","Single",528.2853443
"6407",187343,32,15,2,"M","Married",187.264194
"6409",147239,35,18,2,"F","Married",310.3556518
"6410",133864,24,6,2,"M","Married",155.5642248
"6414",166997,69,50,2,"F","Single",121.9628389
"6416",148634,64,47,2,"M","Married",184.1390066
"6417",153590,63,46,2,"F","Single",160.393469
"6421",100608,21,3,2,"F","Married",518.8952396
"6423",102929,27,6,2,"M","Married",655.695717
"6424",101673,65,48,2,"M","Single",625.6710232
"6428",142532,70,49,2,"M","Married",23.15897362
"6430",161882,25,7,2,"F","Single",373.8939521
"6431",133096,61,40,2,"M","Single",85.40313363
"6435",124943,46,26,2,"F","Married",222.6129854
"6437",151729,20,1,2,"F","Married",283.9508851
"6438",141202,30,10,2,"F","Single",601.052766
"6442",160666,16,0,2,"F","Married",232.744495
"6444",187108,64,46,2,"F","Single",358.6409834
"6445",115736,40,22,2,"M","Married",416.8876782
"6449",191289,55,36,2,"M","Married",466.6843585
"6451",164997,63,46,2,"F","Married",102.0848918
"6452",184512,46,28,2,"F","Married",312.0185174
"6456",167980,33,14,2,"F","Single",392.3951286
"6458",116897,65,47,2,"F","Single",212.2956194
"6459",129661,25,8,2,"M","Married",400.3345821
"6463",118365,28,11,2,"F","Married",404.2568287
"6465",183187,36,19,2,"F","Married",387.8513132
"6466",168371,46,26,2,"M","Single",582.9595775
"6470",118174,21,3,2,"M","Married",596.6727517
"6472",183184,31,12,2,"F","Single",381.8474106
"6473",172744,39,22,2,"F","Married",272.3351511
"6477",106485,64,45,2,"M","Single",179.1332926
"6479",127614,22,4,2,"F","Married",199.7041546
"6480",152556,44,25,2,"M","Single",825.4557724
"6484",105356,30,10,2,"F","Married",550.3847401
"6486",115444,22,3,2,"M","Married",567.0899153
"6487",174033,24,6,2,"M","Single",834.413299
"6491",155034,46,25,2,"M","Married",419.7205648
"6493",112858,16,0,2,"F","Married",180.3062395
"6494",144700,19,2,2,"M","Single",666.5657916
"6498",151188,16,0,2,"M","Single",385.9700392
"6500",145491,62,42,2,"F","Single",424.5097932
"6501",108023,57,39,2,"F","Married",623.0270061
"6505",169359,24,7,2,"F","Married",359.046212
"6507",133185,24,6,2,"M","Single",892.8377124
"6508",191941,69,51,2,"M","Married",118.5701308
"6512",104748,54,35,2,"F","Married",320.1108191
"6514",107595,69,52,2,"M","Married",328.6760988
"6515",137770,63,44,2,"F","Married",349.0543922
"6519",111764,20,2,2,"F","Single",484.2490831
"6521",170693,59,41,2,"M","Married",393.0023037
"6522",108011,67,49,2,"F","Married",183.2906958
"6526",124911,23,5,2,"F","Single",256.8265508
"6528",146565,31,11,2,"F","Single",444.075263
